"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상"
"경상남도 밀양시 단장면(4827035000)","4,356","4,356","80","157","257","252","329","914","1,237","689","389","49","3"
"경상남도 밀양시 상남면(4827036000)","8,621","8,621","493","561","686","725","1,031","1,542","1,734","1,138","630","74","7"
"경상남도 밀양시 초동면(4827037000)","3,454","3,454","80","142","184","165","314","601","935","616","371","42","4"
"경상남도 밀양시 무안면(4827038000)","5,134","5,134","120","285","322","254","420","918","1,268","862","593","89","3"
"경상남도 밀양시 청도면(4827039000)","1,772","1,772","39","56","76","72","125","284","501","346","243","30","0"
"경상남도 밀양시 내일동(4827051000)","2,850","2,850","78","158","254","211","319","562","604","443","197","19","5"
"경상남도 밀양시 내이동(4827052000)","14,976","14,976","1,250","1,309","1,830","1,948","2,268","2,680","2,150","999","462","78","2"
"경상남도 밀양시 삼문동(4827053000)","20,639","20,639","2,040","2,622","2,199","2,311","3,525","3,383","2,509","1,335","633","80","2"
"경상남도 밀양시 가곡동(4827054000)","8,050","8,050","399","672","801","715","1,091","1,465","1,439","918","492","57","1"
"경상남도 밀양시 교동(4827055000)","6,074","6,074","380","598","671","654","922","1,159","966","497","207","17","3"
"경상남도 거제시 (4831000000)","246,878","246,878","27,837","27,948","24,666","38,498","47,519","38,792","25,262","10,645","4,897","770","44"
"경상남도 거제시 일운면(4831031000)","7,782","7,782","547","636","687","835","1,228","1,591","1,271","612","330","41","4"
"경상남도 거제시 동부면(4831032000)","3,153","3,153","80","132","250","218","376","644","694","477","253","28","1"
"경상남도 거제시 남부면(4831033000)","1,611","1,611","30","64","91","91","165","335","388","279","149","19","0"
"경상남도 거제시 거제면(4831034000)","7,319","7,319","424","597","585","651","1,006","1,300","1,349","812","490","96","9"
"경상남도 거제시 둔덕면(4831035000)","2,996","2,996","66","162","233","158","324","605","697","458","252","39","2"
"경상남도 거제시 사등면(4831036000)","12,242","12,242","1,549","1,097","941","1,947","2,172","1,923","1,407","798","355","49","4"
"경상남도 거제시 사등면가조출장소(4831036600)","1,112","1,112","37","54","73","76","115","235","281","165","64","12","0"
"경상남도 거제시 연초면(4831037000)","8,385","8,385","546","691","813","961","1,423","1,697","1,247","612","342","52","1"
"경상남도 거제시 하청면(4831038000)","3,670","3,670","214","268","308","347","481","672","696","403","236","44","1"
"경상남도 거제시 하청면칠천출장소(4831038500)","1,101","1,101","28","29","63","68","112","208","257","205","109","22","0"
"경상남도 거제시 장목면(4831039000)","3,216","3,216","80","124","233","191","400","620","666","523","333","45","1"
"경상남도 거제시 장목면외포출장소(4831039500)","1,398","1,398","58","76","76","98","183","245","309","218","116","18","1"
"경상남도 거제시 장승포동(4831051000)","6,443","6,443","456","672","683","744","1,248","1,258","838","361","158","17","8"
"경상남도 거제시 능포동(4831053000)","9,661","9,661","578","1,008","1,046","993","1,703","1,979","1,530","584","207","29","4"
"경상남도 거제시 아주동(4831054000)","27,576","27,576","4,726","3,315","2,468","6,330","5,853","2,913","1,366","399","174","32","0"
"경상남도 거제시 옥포1동(4831055000)","7,257","7,257","614","633","851","1,100","1,340","1,347","960","295","101","16","0"
"경상남도 거제시 옥포2동(4831056000)","26,629","26,629","2,694","3,090","2,947","3,857","4,998","4,790","3,072","834","300","45","2"
"경상남도 거제시 장평동(4831057000)","20,752","20,752","1,657","2,306","2,867","3,483","4,474","3,711","1,642","436","146","29","1"
"경상남도 거제시 고현동(4831058000)","36,186","36,186","3,745","4,366","4,186","5,458","7,089","6,005","3,708","1,166","400","61","2"
"경상남도 거제시 상문동(4831059000)","34,688","34,688","6,066","4,906","3,047","7,056","7,405","3,815","1,599","564","189","40","1"
"경상남도 거제시 수양동(4831060000)","23,701","23,701","3,642","3,722","2,218","3,836","5,424","2,899","1,285","444","193","36","2"
"경상남도 양산시 (4833000000)","351,596","351,596","35,678","34,236","40,924","50,838","60,368","58,406","40,972","20,612","8,463","1,040","59"
"경상남도 양산시 물금읍(4833025300)","119,162","119,162","16,433","12,150","14,377","21,774","21,347","16,651","10,209","4,339","1,645","228","9"
"경상남도 양산시 동면(4833031000)","35,398","35,398","5,044","2,751","3,423","6,825","6,201","4,836","3,836","1,792","601","87","2"
"경상남도 양산시 원동면(4833032000)","3,382","3,382","85","109","171","205","292","636","920","615","301","46","2"
"경상남도 양산시 상북면(4833033000)","13,093","13,093","566","896","1,360","1,133","1,722","2,841","2,510","1,377","597","82","9"
"경상남도 양산시 하북면(4833034000)","8,523","8,523","202","604","884","616","968","1,978","1,849","877","459","79","7"
"경상남도 양산시 중앙동(4833051000)","11,572","11,572","468","661","1,463","1,272","1,472","2,496","2,286","990","404","52","8"
"경상남도 양산시 양주동(4833051500)","33,950","33,950","2,761","4,366","4,636","3,568","6,344","6,156","3,289","1,970","785","73","2"
"경상남도 양산시 삼성동(4833052000)","22,346","22,346","1,457","1,858","3,261","3,117","3,561","4,609","2,833","1,130","448","69","3"
"경상남도 양산시 강서동(4833053000)","9,124","9,124","774","1,034","1,025","1,146","1,665","1,567","1,109","547","234","23","0"
"경상남도 양산시 서창동(4833054000)","28,826","28,826","2,540","3,332","3,242","3,536","5,487","4,897","3,403","1,665","636","78","10"
"경상남도 양산시 소주동(4833055000)","20,061","20,061","1,512","1,757","2,185","2,397","3,384","3,779","2,753","1,516","712","64","2"
"경상남도 양산시 평산동(4833056000)","31,037","31,037","2,610","3,335","3,186","3,350","5,547","5,134","3,951","2,670","1,145","104","5"
"경상남도 양산시 덕계동(4833057000)","15,122","15,122","1,226","1,383","1,711","1,899","2,378","2,826","2,024","1,124","496","55","0"
"경상남도 의령군 (4872000000)","26,957","26,957","1,138","1,577","2,061","1,817","2,940","4,679","5,256","4,060","2,981","439","9"
"경상남도 의령군 의령읍(4872025000)","9,510","9,510","725","908","966","981","1,513","1,575","1,373","889","509","68","3"
"경상남도 의령군 가례면(4872031000)","1,717","1,717","35","62","104","94","143","325","400","276","238","39","1"
"경상남도 의령군 칠곡면(4872032000)","1,175","1,175","27","39","76","60","83","226","277","201","159","27","0"
"경상남도 의령군 대의면(4872033000)","1,035","1,035","32","26","72","47","74","177","224","201","158","23","1"
"경상남도 의령군 화정면(4872034000)","1,561","1,561","35","66","135","72","135","282","330","266","214","26","0"
"경상남도 의령군 용덕면(4872035000)","1,604","1,604","39","63","102","100","146","294","364","252","213","31","0"
"경상남도 의령군 정곡면(4872036000)","1,457","1,457","38","47","87","53","112","280","324","278","209","29","0"
"경상남도 의령군 지정면(4872037000)","1,848","1,848","36","66","119","92","149","325","447","360","223","30","1"
"경상남도 의령군 낙서면(4872038000)","761","761","19","27","33","28","51","123","198","148","116","17","1"
"경상남도 의령군 부림면(4872039000)","2,895","2,895","92","173","219","139","310","513","557","527","313","52","0"
"경상남도 의령군 봉수면(4872040000)","1,023","1,023","26","40","45","58","79","142","238","197","171","27","0"
"경상남도 의령군 궁류면(4872041500)","1,170","1,170","15","32","44","43","64","204","258","238","238","34","0"
"경상남도 의령군 유곡면(4872042000)","1,201","1,201","19","28","59","50","81","213","266","227","220","36","2"
"경상남도 함안군 (4873000000)","64,724","64,724","4,345","6,025","5,608","5,935","9,544","11,374","10,682","6,688","3,986","526","11"
"경상남도 함안군 가야읍(4873025000)","18,769","18,769","1,354","2,015","2,068","1,949","2,928","3,399","2,653","1,453","828","117","5"
"경상남도 함안군 칠원읍(4873025300)","19,774","19,774","2,057","2,658","1,623","2,195","3,872","3,132","2,377","1,224","546","86","4"
"경상남도 함안군 함안면(4873031000)","2,419","2,419","62","118","162","154","221","428","543","415","286","30","0"
"경상남도 함안군 군북면(4873032000)","6,251","6,251","313","309","482","561","606","1,079","1,254","905","652","88","2"
"경상남도 함안군 법수면(4873033000)","2,894","2,894","67","90","184","149","283","572","701","480","328","40","0"
"경상남도 함안군 대산면(4873034000)","3,509","3,509","70","135","246","152","316","609","801","686","433","61","0"
"경상남도 함안군 칠서면(4873035000)","5,486","5,486","319","472","449","452","830","1,048","905","637","332","42","0"
"경상남도 함안군 칠북면(4873036000)","1,969","1,969","23","71","124","95","163","365","495","373","241","19","0"
"경상남도 함안군 산인면(4873038000)","2,746","2,746","65","130","219","179","261","562","687","366","248","29","0"
"경상남도 함안군 여항면(4873039000)","907","907","15","27","51","49","64","180","266","149","92","14","0"
"경상남도 창녕군 (4874000000)","61,825","61,825","3,459","4,200","5,052","5,319","7,177","11,155","11,793","8,075","4,935","634","26"
"경상남도 창녕군 창녕읍(4874025000)","17,222","17,222","1,428","1,585","1,793","1,945","2,395","2,902","2,576","1,586","901","107","4"
"경상남도 창녕군 남지읍(4874025300)","12,314","12,314","990","941","951","1,256","1,748","2,190","2,112","1,310","726","83","7"
"경상남도 창녕군 고암면(4874031000)","2,065","2,065","69","121","125","105","142","338","407","408","299","51","0"
"경상남도 창녕군 성산면(4874032000)","1,636","1,636","30","59","100","102","139","306","399","266","210","25","0"
"경상남도 창녕군 대합면(4874033000)","3,865","3,865","109","174","267","240","386","726","801","677","430","54","1"
"경상남도 창녕군 이방면(4874034000)","2,531","2,531","68","249","138","150","180","432","554","422","304","30","4"
"경상남도 창녕군 유어면(4874035000)","1,824","1,824","44","63","98","107","146","292","428","388","222","36","0"
"경상남도 창녕군 대지면(4874036000)","2,572","2,572","147","172","209","197","294","436","492","358","231","32","4"
"경상남도 창녕군 계성면(4874037000)","2,389","2,389","70","77","181","148","203","482","513","400","275","38","2"
"경상남도 창녕군 영산면(4874038000)","5,613","5,613","223","359","525","424","652","1,154","1,138","712","381","45","0"
"경상남도 창녕군 장마면(4874039000)","1,856","1,856","43","55","88","115","148","344","411","366","255","31","0"
"경상남도 창녕군 도천면(4874040000)","2,796","2,796","105","159","215","201","296","518","639","387","233","41","2"
"경상남도 창녕군 길곡면(4874041000)","1,532","1,532","35","53","97","77","139","303","401","250","152","25","0"
"경상남도 창녕군 부곡면(4874042000)","3,610","3,610","98","133","265","252","309","732","922","545","316","36","2"
"경상남도 고성군 (4882000000)","51,811","51,811","2,755","4,128","3,991","4,123","6,572","9,217","9,435","6,812","4,149","613","16"
"경상남도 고성군 고성읍(4882025000)","24,682","24,682","2,005","2,667","2,268","2,548","3,829","4,311","3,630","2,181","1,083","151","9"
"경상남도 고성군 삼산면(4882031000)","1,795","1,795","49","89","84","98","183","310","446","326","183","27","0"
"경상남도 고성군 하일면(4882032000)","1,865","1,865","30","90","99","94","154","300","447","377","237","37","0"
"경상남도 고성군 하이면(4882033000)","2,795","2,795","108","186","255","188","333","504","566","395","219","41","0"
"경상남도 고성군 상리면(4882034000)","1,620","1,620","28","70","91","74","140","292","345","311","237","32","0"
"경상남도 고성군 대가면(4882035000)","1,669","1,669","27","64","87","83","129","308","379","320","234","38","0"
"경상남도 고성군 영현면(4882036000)","884","884","20","34","48","37","55","131","195","207","136","21","0"
"경상남도 고성군 영오면(4882037000)","1,439","1,439","33","64","101","84","132","270","294","233","198","29","1"
"경상남도 고성군 개천면(4882038000)","1,137","1,137","31","70","71","46","80","191","251","186","176","34","1"
"경상남도 고성군 구만면(4882039000)","1,010","1,010","28","32","54","39","74","183","227","204","143","24","2"
"경상남도 고성군 회화면(4882040000)","3,635","3,635","156","270","287","258","424","643","778","497","281","41","0"
"경상남도 고성군 마암면(4882041000)","1,788","1,788","22","51","92","79","175","365","380","354","236","33","1"
"경상남도 고성군 동해면(4882042000)","3,124","3,124","65","146","174","175","305","576","709","574","346","53","1"
"경상남도 고성군 거류면(4882043000)","4,368","4,368","153","295","280","320","559","833","788","647","440","52","1"
"경상남도 남해군 (4884000000)","43,102","43,102","1,614","2,995","3,278","2,547","4,673","7,465","8,050","6,827","4,816","820","17"
"경상남도 남해군 남해읍(4884025000)","13,182","13,182","897","1,442","1,504","1,173","1,949","2,218","1,886","1,247","735","130","1"
